#Clusters,Total,D2C,Radius,K,MAE,MSE,m,h,w,t,l,k,b,delta,GBin,LBin,GMode,LMode,#Buckets,#Bins,#Seeds,Phase1,Phase2,Phase3,Eval
12188,244.38,0.293657,0.649379,12201,0.422495,0.219269,16,6,-1.00,300,6,4,1,300,0.9,0.8,0.4,0.4,192433,42335,14773,7.10,25.07,212.21,4.29
8781,169.19,0.299648,0.674518,8783,0.438000,0.231009,16,6,-1.00,300,6,6,1,100,0.9,0.8,0.4,0.4,192433,31459,10279,7.09,18.95,143.15,4.33
7520,154.26,0.302676,0.680450,7528,0.445385,0.237080,16,6,-1.00,300,6,6,1,300,0.9,0.8,0.4,0.4,192433,29012,8792,7.10,27.35,119.81,4.32
18326,379.11,0.285396,0.619754,18345,0.404694,0.205482,16,6,-1.00,300,8,4,1,100,0.9,0.8,0.4,0.4,192433,67321,22928,7.06,35.54,336.51,4.10
13903,295.36,0.291892,0.640587,13930,0.416271,0.214283,16,6,-1.00,300,8,4,1,300,0.9,0.8,0.4,0.4,192433,56600,17417,7.10,34.57,253.69,4.19
10120,213.21,0.298522,0.665797,10136,0.432242,0.226663,16,6,-1.00,300,8,6,1,100,0.9,0.8,0.4,0.4,192433,41947,12054,7.07,34.14,172.00,4.25
8581,183.85,0.302826,0.676706,8594,0.439934,0.232801,16,6,-1.00,300,8,6,1,300,0.9,0.8,0.4,0.4,192433,38691,10199,7.04,34.39,142.42,4.23
19835,420.94,0.284150,0.613843,19876,0.400476,0.202042,16,6,-1.00,300,10,4,1,100,0.9,0.8,0.4,0.4,192433,84072,25157,7.05,43.61,370.28,4.10
14950,325.02,0.291181,0.634061,14983,0.412200,0.211016,16,6,-1.00,300,10,4,1,300,0.9,0.8,0.4,0.4,192433,70672,18921,7.09,42.21,275.72,4.18
11056,237.83,0.298069,0.659594,11073,0.427802,0.222604,16,6,-1.00,300,10,6,1,100,0.9,0.8,0.4,0.4,192433,52462,13259,7.12,40.57,190.14,4.20
9317,205.16,0.301157,0.670167,9336,0.435780,0.229404,16,6,-1.00,300,10,6,1,300,0.9,0.8,0.4,0.4,192433,48373,11144,7.21,40.68,157.27,4.25
8240,163.23,0.314451,0.684739,8246,0.433013,0.227501,16,6,-1.00,500,6,4,1,100,0.9,0.8,0.4,0.4,105713,24401,10011,7.07,20.46,135.70,4.26
7878,157.66,0.316590,0.688666,7883,0.434714,0.228591,16,6,-1.00,500,6,4,1,300,0.9,0.8,0.4,0.4,105713,23989,9599,7.09,21.28,129.29,4.21
4175,84.57,0.336255,0.734316,4181,0.463822,0.252618,16,6,-1.00,500,6,6,1,100,0.9,0.8,0.4,0.4,105713,13998,4885,7.04,18.76,58.77,4.48
4125,83.74,0.336626,0.733723,4129,0.465153,0.253896,16,6,-1.00,500,6,6,1,300,0.9,0.8,0.4,0.4,105713,13974,4836,7.06,18.30,58.38,4.37
9616,201.93,0.310635,0.672797,9632,0.425455,0.220942,16,6,-1.00,500,8,4,1,100,0.9,0.8,0.4,0.4,105713,32599,12098,7.06,26.75,168.12,4.21
9208,193.55,0.312342,0.676045,9216,0.428233,0.223309,16,6,-1.00,500,8,4,1,300,0.9,0.8,0.4,0.4,105713,32064,11570,7.08,26.37,160.10,4.33
4857,103.72,0.332911,0.725644,4867,0.457396,0.247145,16,6,-1.00,500,8,6,1,100,0.9,0.8,0.4,0.4,105713,18694,5815,7.05,24.64,72.03,4.29
