#Clusters,Total,D2C,Radius,K,MAE,MSE,m,h,w,t,l,k,b,delta,GBin,LBin,GMode,LMode,#Buckets,#Bins,#Seeds,Phase1,Phase2,Phase3,Eval
143,0.50,0.865053,0.985641,143,0.900678,0.818608,12,2,-1.00,5,16,4,1,4,0.9,0.8,0.2,0.2,3328,957,145,0.47,0.00,0.03,0.03
109,0.51,0.876380,0.989649,109,0.907111,0.829018,12,2,-1.00,5,16,4,1,5,0.9,0.8,0.2,0.2,3328,830,110,0.48,0.01,0.02,0.03
212,0.54,0.870741,0.981506,212,0.895829,0.810502,12,4,-1.00,2,8,2,1,2,0.9,0.8,0.2,0.2,1606,1545,216,0.48,0.01,0.05,0.03
84,0.49,0.904936,0.993094,84,0.919695,0.849513,12,4,-1.00,2,8,2,1,3,0.9,0.8,0.2,0.2,1606,584,85,0.47,0.00,0.02,0.03
24,0.51,0.931148,0.998737,24,0.935648,0.876735,12,4,-1.00,2,8,2,1,4,0.9,0.8,0.2,0.2,1606,130,25,0.49,0.00,0.02,0.02
18,0.49,0.935285,0.998498,18,0.939430,0.883644,12,4,-1.00,2,8,2,1,5,0.9,0.8,0.2,0.2,1606,100,18,0.48,0.00,0.01,0.02
202,0.55,0.872806,0.982365,202,0.897298,0.812651,12,4,-1.00,2,8,4,1,2,0.9,0.8,0.2,0.2,1606,1646,206,0.49,0.00,0.06,0.02
81,0.50,0.905657,0.992669,81,0.920255,0.850354,12,4,-1.00,2,8,4,1,3,0.9,0.8,0.2,0.2,1606,661,82,0.48,0.01,0.01,0.03
24,0.50,0.924986,0.997951,24,0.936279,0.878155,12,4,-1.00,2,8,4,1,4,0.9,0.8,0.2,0.2,1606,161,25,0.49,0.00,0.01,0.03
17,0.50,0.933389,0.998565,17,0.939503,0.883799,12,4,-1.00,2,8,4,1,5,0.9,0.8,0.2,0.2,1606,108,17,0.49,0.00,0.01,0.02
216,0.53,0.870631,0.980985,216,0.895548,0.810101,12,4,-1.00,2,12,2,1,2,0.9,0.8,0.2,0.2,1606,2324,220,0.48,0.00,0.05,0.02
88,0.50,0.904016,0.992702,88,0.919039,0.848465,12,4,-1.00,2,12,2,1,3,0.9,0.8,0.2,0.2,1606,879,89,0.47,0.02,0.01,0.02
30,0.49,0.925246,0.996866,30,0.934356,0.874734,12,4,-1.00,2,12,2,1,4,0.9,0.8,0.2,0.2,1606,199,31,0.48,0.00,0.01,0.03
21,0.48,0.934627,0.996885,21,0.938832,0.882574,12,4,-1.00,2,12,2,1,5,0.9,0.8,0.2,0.2,1606,145,21,0.47,0.00,0.01,0.03
206,0.55,0.872385,0.981873,206,0.896856,0.812003,12,4,-1.00,2,12,4,1,2,0.9,0.8,0.2,0.2,1606,2478,210,0.50,0.00,0.05,0.04
82,0.52,0.907644,0.992864,82,0.920265,0.850249,12,4,-1.00,2,12,4,1,3,0.9,0.8,0.2,0.2,1606,1001,83,0.49,0.01,0.02,0.02
