#Clusters,Total,D2C,Radius,K,MAE,MSE,m,h,w,t,l,k,b,delta,GBin,LBin,GMode,LMode,#Buckets,#Bins,#Seeds,Phase1,Phase2,Phase3,Eval
6565,51.34,0.106045,0.301392,6566,0.139471,0.033809,8,6,-1.00,30,12,4,1,30,0.9,0.8,0.5,0.3,39564,45694,8034,1.09,3.88,46.37,1.39
3914,26.14,0.111878,0.343386,3914,0.123776,0.023698,8,6,-1.00,30,12,4,1,50,0.9,0.8,0.5,0.3,39564,25103,4844,1.09,3.93,21.12,1.24
4894,31.86,0.114240,0.336042,4894,0.122013,0.022800,8,6,-1.00,30,12,6,1,30,0.9,0.8,0.5,0.3,39564,34752,5825,1.08,3.56,27.22,1.34
2830,18.70,0.122153,0.390425,2830,0.134241,0.026881,8,6,-1.00,30,12,6,1,50,0.9,0.8,0.5,0.3,39564,18553,3408,1.10,3.59,14.01,1.29
5033,31.81,0.111368,0.325738,5034,0.119936,0.022247,8,6,-1.00,40,8,4,1,30,0.9,0.8,0.5,0.3,30546,24218,6088,1.10,2.54,28.17,1.29
3543,22.16,0.114512,0.352055,3543,0.128052,0.024872,8,6,-1.00,40,8,4,1,50,0.9,0.8,0.5,0.3,30546,16855,4329,1.05,2.56,18.55,1.44
3604,21.54,0.121578,0.368145,3604,0.130196,0.025346,8,6,-1.00,40,8,6,1,30,0.9,0.8,0.5,0.3,30546,17462,4211,1.06,2.31,18.17,1.26
2568,15.70,0.126498,0.408396,2568,0.138006,0.028148,8,6,-1.00,40,8,6,1,50,0.9,0.8,0.5,0.3,30546,12328,3023,1.09,2.27,12.34,1.26
5241,34.18,0.110515,0.322341,5241,0.118511,0.021854,8,6,-1.00,40,10,4,1,30,0.9,0.8,0.5,0.3,30546,30216,6380,1.09,3.05,30.04,1.28
3685,23.96,0.113955,0.349121,3685,0.126537,0.024449,8,6,-1.00,40,10,4,1,50,0.9,0.8,0.5,0.3,30546,21063,4541,1.08,3.09,19.79,1.24
3783,23.24,0.120329,0.364568,3783,0.128324,0.024802,8,6,-1.00,40,10,6,1,30,0.9,0.8,0.5,0.3,30546,21842,4446,1.07,2.80,19.37,1.25
2693,17.00,0.124979,0.403132,2693,0.136314,0.027636,8,6,-1.00,40,10,6,1,50,0.9,0.8,0.5,0.3,30546,15457,3190,1.10,2.80,13.10,1.34
5531,36.97,0.109256,0.318296,5531,0.116207,0.021199,8,6,-1.00,40,12,4,1,30,0.9,0.8,0.5,0.3,30546,36185,6815,1.05,3.67,32.25,1.29
3895,25.87,0.112303,0.344448,3895,0.123833,0.023690,8,6,-1.00,40,12,4,1,50,0.9,0.8,0.5,0.3,30546,25258,4839,1.08,3.63,21.16,1.36
3958,25.40,0.118314,0.354187,3958,0.126690,0.024324,8,6,-1.00,40,12,6,1,30,0.9,0.8,0.5,0.3,30546,26233,4727,1.08,3.38,20.94,1.27
2824,18.62,0.123131,0.391414,2824,0.134499,0.026955,8,6,-1.00,40,12,6,1,50,0.9,0.8,0.5,0.3,30546,18596,3398,1.09,3.39,14.14,1.24
4090,25.68,0.113607,0.343795,4090,0.124352,0.023697,8,6,-1.00,50,8,4,1,30,0.9,0.8,0.5,0.3,24984,19073,4989,1.10,2.47,22.11,1.27
3561,22.21,0.114345,0.351736,3561,0.127708,0.024794,8,6,-1.00,50,8,4,1,50,0.9,0.8,0.5,0.3,24984,17224,4353,1.07,2.44,18.70,1.26
2849,17.14,0.125138,0.392335,2849,0.135414,0.027177,8,6,-1.00,50,8,6,1,30,0.9,0.8,0.5,0.3,24984,13396,3349,1.08,2.20,13.86,1.28
