Random
K,ARI,MSE,MAE,Purity,WTime,CTime,GMode,LMode,Seeding
1000,0.027121,0.483828,0.66659,0.795339,54.5,54.35,0.2,0.2,3
1000,0.027057,0.484419,0.667139,0.795688,55.58,55.43,0.2,0.2,3
1000,0.028193,0.484449,0.667443,0.797401,55.76,55.62,0.2,0.2,3
1000,0.026245,0.483119,0.665849,0.799932,55.98,55.83,0.2,0.2,3
1000,0.024605,0.482028,0.665016,0.797485,55.81,55.65,0.2,0.2,3
1000,0.027712,0.482905,0.666284,0.804914,56.1,55.95,0.2,0.2,3
1000,0.026439,0.482482,0.6652,0.794708,56.88,56.73,0.2,0.2,3
1000,0.024418,0.483072,0.665828,0.797599,56.93,56.78,0.2,0.2,3

2000,0.015015,0.450783,0.635057,0.815831,100.49,100.24,0.2,0.2,3
2000,0.014405,0.450178,0.63533,0.820914,100.65,100.38,0.2,0.2,3
2000,0.014604,0.450685,0.635428,0.820219,103.25,102.98,0.2,0.2,3
2000,0.014082,0.450215,0.635477,0.817237,101.24,100.97,0.2,0.2,3
2000,0.014905,0.451222,0.635834,0.815525,102.02,101.74,0.2,0.2,3
2000,0.014385,0.450947,0.635823,0.815014,100.16,99.9,0.2,0.2,3
2000,0.014901,0.450899,0.635425,0.817989,102.16,101.87,0.2,0.2,3
2000,0.014407,0.450264,0.635547,0.815342,100.96,100.67,0.2,0.2,3
2000,0.014504,0.450542,0.635714,0.819319,103.78,103.51,0.2,0.2,3
2000,0.014415,0.451209,0.636133,0.816001,106.13,102.1,0.2,0.2,3
2000,0.015198,0.450362,0.635557,0.822833,105.53,105.26,0.2,0.2,3
2000,0.014629,0.450239,0.635202,0.820536,106.54,106.26,0.2,0.2,3
2000,0.013847,0.450034,0.635136,0.819957,104.51,104.23,0.2,0.2,3
2000,0.014242,0.449883,0.635175,0.820697,102.44,102.14,0.2,0.2,3

3000,0.010711,0.433575,0.619929,0.831713,157.92,157.5,0.2,0.2,3
3000,0.009933,0.432559,0.619131,0.830687,159.39,158.97,0.2,0.2,3
3000,0.009664,0.431216,0.618172,0.83336,161.82,161.38,0.2,0.2,3
3000,0.00981,0.432793,0.619277,0.830812,159.56,159.13,0.2,0.2,3
3000,0.009589,0.432341,0.619032,0.830445,162.72,162.29,0.2,0.2,3
3000,0.010184,0.432017,0.618924,0.833722,166.4,165.95,0.2,0.2,3
3000,0.009956,0.432587,0.618937,0.830043,160.19,159.78,0.2,0.2,3
3000,0.009664,0.432348,0.618682,0.832692,160.72,160.27,0.2,0.2,3
3000,0.009687,0.431827,0.619264,0.832667,168.68,168.24,0.2,0.2,3
3000,0.010007,0.431788,0.618889,0.8331,168.73,168.3,0.2,0.2,3
3000,0.009743,0.432177,0.619058,0.831876,164.13,163.68,0.2,0.2,3

4000,0.007682,0.421941,0.608675,0.83778,215.69,214.97,0.2,0.2,3
4000,0.007921,0.420652,0.608048,0.840892,223.2,222.62,0.2,0.2,3
4000,0.00767,0.421327,0.608389,0.839494,217.94,217.37,0.2,0.2,3
4000,0.007699,0.420788,0.60816,0.838949,220.97,220.33,0.2,0.2,3
4000,0.007881,0.421093,0.608592,0.839821,221.86,221.27,0.2,0.2,3
4000,0.007658,0.420137,0.608035,0.840347,224.78,224.2,0.2,0.2,3
4000,0.007682,0.421188,0.608305,0.838393,217.28,216.51,0.2,0.2,3
4000,0.007653,0.420978,0.60871,0.839462,222.58,222,0.2,0.2,3
4000,0.007621,0.420451,0.608369,0.839406,226.9,226.1,0.2,0.2,3
4000,0.00753,0.419963,0.607885,0.840516,232.65,231.84,0.2,0.2,3
4000,0.007502,0.419878,0.60803,0.841461,227.89,227.09,0.2,0.2,3

5000,0.00632,0.412273,0.600236,0.847031,293.47,292.5,0.2,0.2,3
5000,0.006426,0.412782,0.600902,0.844841,297.03,296.05,0.2,0.2,3
5000,0.006295,0.411693,0.600119,0.846898,301.75,300.71,0.2,0.2,3
5000,0.006165,0.411627,0.600283,0.845063,305.78,304.76,0.2,0.2,3
5000,0.0062,0.411654,0.600378,0.847308,312.2,311.18,0.2,0.2,3
